0
                    Filename,  Orb_st Orb_end,         Start_time,           End_time, Status_flag,    Npackets, Drift_start,   Drift_end, Data source,
"hsi_20051003_221020_003.fits   20038   20039 03-Oct-05 22:10:20 03-Oct-05 22:26:40           1        9538      -1.299      -1.299                            Spacecraft:vc1_20051004024853.0,vc3_20051004024853.0"
hsi_20051003_222640_003.fits   20039   20040 03-Oct-05 22:26:40 03-Oct-05 23:47:20           1       99932      -1.299      -1.300                                                 Spacecraft:vc3_20051004150833.0
hsi_20051003_234720_003.fits   20039   20040 03-Oct-05 23:47:20 04-Oct-05 00:02:40           1        6949      -1.300      -1.300                                                 Spacecraft:vc3_20051004150833.0
hsi_20051004_000240_002.fits   20040   20041 04-Oct-05 00:02:40 04-Oct-05 01:26:40           1       99880      -1.300      -1.300                                                 Spacecraft:vc3_20051004150833.0
hsi_20051004_012640_002.fits   20040   20041 04-Oct-05 01:26:40 04-Oct-05 01:38:40           1        4693      -1.300      -1.300                                                 Spacecraft:vc3_20051004150833.0
hsi_20051004_013840_003.fits   20041   20042 04-Oct-05 01:38:40 04-Oct-05 02:59:40           1       99793      -1.300      -1.300                                                 Spacecraft:vc3_20051004164634.0
hsi_20051004_025940_003.fits   20041   20042 04-Oct-05 02:59:40 04-Oct-05 03:14:40           1       13759      -1.300      -1.300                                                 Spacecraft:vc3_20051004164634.0
hsi_20051004_031440_001.fits   20042   20043 04-Oct-05 03:14:40 04-Oct-05 04:39:40           1       99761      -1.300      -1.300                                                 Spacecraft:vc3_20051004164634.0
hsi_20051004_043940_001.fits   20042   20043 04-Oct-05 04:39:40 04-Oct-05 04:50:20           1        9930      -1.300      -1.300                                                 Spacecraft:vc3_20051004164634.0
"hsi_20051004_045020_002.fits   20043   20044 04-Oct-05 04:50:20 04-Oct-05 05:58:20           1       99130      -1.300      -1.300                            Spacecraft:vc1_20051004181950.0,vc3_20051004181950.0"
"hsi_20051004_055820_002.fits   20043   20044 04-Oct-05 05:58:20 04-Oct-05 06:26:20           1       45460      -1.300      -1.300                            Spacecraft:vc1_20051004181950.0,vc3_20051004181950.0"
"hsi_20051004_062620_001.fits   20044   20045 04-Oct-05 06:26:20 04-Oct-05 07:45:20           1       99743      -1.300      -1.300                            Spacecraft:vc1_20051004181950.0,vc3_20051004181950.0"
"hsi_20051004_074520_001.fits   20044   20045 04-Oct-05 07:45:20 04-Oct-05 08:02:20           1       18276      -1.300      -1.300                            Spacecraft:vc1_20051004181950.0,vc3_20051004181950.0"
hsi_20051004_080220_002.fits   20045   20046 04-Oct-05 08:02:20 04-Oct-05 09:12:00           1       99455      -1.300      -1.301                                                 Spacecraft:vc3_20051004200007.0
hsi_20051004_091200_002.fits   20045   20046 04-Oct-05 09:12:00 04-Oct-05 09:38:20           1       37738      -1.301      -1.301                                                 Spacecraft:vc3_20051004200007.0
hsi_20051004_093820_002.fits   20046   20047 04-Oct-05 09:38:20 04-Oct-05 10:55:20           1       99798      -1.301      -1.301                                                 Spacecraft:vc3_20051004214139.0
hsi_20051004_105520_002.fits   20046   20047 04-Oct-05 10:55:20 04-Oct-05 11:14:20           1       20388      -1.301      -1.301                                                 Spacecraft:vc3_20051004214139.0
hsi_20051004_111420_002.fits   20047   20048 04-Oct-05 11:14:20 04-Oct-05 11:48:00           1       99951      -1.301      -1.301                                                 Spacecraft:vc3_20051004215028.0
hsi_20051004_114800_002.fits   20047   20048 04-Oct-05 11:48:00 04-Oct-05 12:50:20           1       90439      -1.301      -1.301                                                 Spacecraft:vc3_20051004215028.0
"hsi_20051004_125020_002.fits   20048   20049 04-Oct-05 12:50:20 04-Oct-05 14:03:00           1       99792      -1.301      -1.301                            Spacecraft:vc1_20051004232318.0,vc3_20051004232318.0"
"hsi_20051004_140300_002.fits   20048   20049 04-Oct-05 14:03:00 04-Oct-05 14:26:20           1       23539      -1.301      -1.301                            Spacecraft:vc1_20051004232318.0,vc3_20051004232318.0"
